x-axis,1,2
second,Volt,Volt
-6.400000E-06,,
-6.396000E-06,,
-6.392000E-06,,
-6.388000E-06,,
-6.384000E-06,,
-6.380000E-06,,
-6.376000E-06,,
-6.372000E-06,,
-6.368000E-06,,
-6.364000E-06,,
-6.360000E-06,,
-6.356000E-06,,
-6.352000E-06,,
-6.348000E-06,,
-6.344000E-06,-5.065326578915E+00,-4.819095425773E+00
-6.340000E-06,-5.065326578915E+00,-4.899497434963E+00
-6.336000E-06,-5.065326578915E+00,-4.829145676922E+00
-6.332000E-06,-5.065326578915E+00,-4.824120551348E+00
-6.328000E-06,-5.065326578915E+00,-4.824120551348E+00
-6.324000E-06,-5.065326578915E+00,-4.748743667733E+00
-6.320000E-06,-4.989949695300E+00,-4.819095425773E+00
-6.316000E-06,-4.984924569726E+00,-4.824120551348E+00
-6.312000E-06,-5.211055220571E+00,-4.824120551348E+00
-6.308000E-06,-5.075376830064E+00,-4.748743667733E+00
-6.304000E-06,-5.065326578915E+00,-4.743718542159E+00
-6.300000E-06,-5.065326578915E+00,-4.819095425773E+00
-6.296000E-06,-4.989949695300E+00,-4.824120551348E+00
-6.292000E-06,-5.060301453341E+00,-4.824120551348E+00
-6.288000E-06,-5.065326578915E+00,-4.824120551348E+00
-6.284000E-06,-4.989949695300E+00,-4.824120551348E+00
-6.280000E-06,-4.984924569726E+00,-4.824120551348E+00
-6.276000E-06,-4.909547686111E+00,-4.824120551348E+00
-6.272000E-06,-4.979899444152E+00,-4.824120551348E+00
-6.268000E-06,-4.984924569726E+00,-4.824120551348E+00
-6.264000E-06,-5.060301453341E+00,-4.748743667733E+00
-6.260000E-06,-5.140703462530E+00,-4.894472309389E+00
-6.256000E-06,-5.145728588104E+00,-4.904522560537E+00
-6.252000E-06,-5.070351704489E+00,-4.829145676922E+00
-6.248000E-06,-5.140703462530E+00,-4.824120551348E+00
-6.244000E-06,-5.070351704489E+00,-4.899497434963E+00
-6.240000E-06,-5.065326578915E+00,-4.829145676922E+00
-6.236000E-06,-5.065326578915E+00,-4.824120551348E+00
-6.232000E-06,-5.065326578915E+00,-4.824120551348E+00
-6.228000E-06,-5.065326578915E+00,-4.824120551348E+00
-6.224000E-06,-5.140703462530E+00,-4.899497434963E+00
-6.220000E-06,-4.994974820875E+00,-4.829145676922E+00
-6.216000E-06,-5.060301453341E+00,-4.824120551348E+00
-6.212000E-06,-4.989949695300E+00,-4.899497434963E+00
-6.208000E-06,-4.909547686111E+00,-4.753768793307E+00
-6.204000E-06,-4.979899444152E+00,-4.819095425774E+00
